station_eva,direction,train_id,type,timestamp,tts
8000207,arrival,r17095478,d,2505011815,25-05-01 18:15:25.630
8000207,departure,r17095478,d,2505011815,25-05-01 18:15:25.630
8000207,arrival,r17097717,d,2505011910,25-05-01 19:10:35.341
8000207,departure,r17097717,d,2505011910,25-05-01 19:10:35.341
8000207,arrival,r17096012,d,2505011827,25-05-01 18:27:21.888
8000207,arrival,r17098058,d,2505011919,25-05-01 19:19:36.228
8000207,arrival,r17100712,d,2505012037,25-05-01 20:37:48.460
8000207,departure,r17094822,f,2505011759,25-05-01 17:59:28.932
8000207,departure,r17096012,d,2505011827,25-05-01 18:27:21.888
8000207,departure,r17098058,d,2505011919,25-05-01 19:19:36.228
8000207,departure,r17100712,d,2505012037,25-05-01 20:37:48.460
8000207,arrival,r17098225,d,2505011923,25-05-01 19:23:19.439
8000207,arrival,r17098468,d,2505011929,25-05-01 19:29:56.025
8000207,arrival,r17098491,d,2505011930,25-05-01 19:30:27.559
8000207,arrival,r17098997,d,2505011944,25-05-01 19:45:01.184
8000207,arrival,r17099034,d,2505011946,25-05-01 19:46:36.593
8000207,departure,r17098225,d,2505011923,25-05-01 19:23:19.439
8000207,departure,r17098468,d,2505011929,25-05-01 19:29:56.025
8000207,departure,r17098491,d,2505011930,25-05-01 19:30:27.559
8000207,departure,r17098997,d,2505011944,25-05-01 19:45:01.184
8000207,departure,r17099034,d,2505011946,25-05-01 19:46:36.593
8000207,arrival,r17099717,d,2505012007,25-05-01 20:08:00.827
8000207,arrival,r17100920,d,2505012043,25-05-01 20:43:52.732
8000207,departure,r17099598,f,2505012004,25-05-01 20:04:33.815
8000207,departure,r17100920,d,2505012043,25-05-01 20:43:52.732
8000207,arrival,r17067719,d,2505010500,25-05-01 05:00:32.286
8000207,arrival,r17095011,f,2505011805,25-05-01 18:05:19.330
8000207,arrival,r17095122,f,2505011807,25-05-01 18:07:27.496
8000207,arrival,r17098925,f,2505011942,25-05-01 19:42:38.168
8000207,arrival,r17100903,d,2505012043,25-05-01 20:43:21.081
8000207,arrival,r17100868,d,2505012042,25-05-01 20:42:17.620
8000207,arrival,r17085927,f,2505011450,25-05-01 14:50:32.668
8000207,arrival,r17086066,f,2505011453,25-05-01 14:53:11.311
8000207,arrival,r17089574,d,2505011610,25-05-01 16:10:36.313
8000207,arrival,r17089931,f,2505011620,25-05-01 16:20:39.992
8000207,arrival,r17091979,f,2505011653,25-05-01 16:53:20.236
8000207,arrival,r17096671,d,2505011847,25-05-01 18:47:14.498
8000207,arrival,r17096677,f,2505011847,25-05-01 18:47:14.498
8000207,arrival,r17098405,f,2505011928,25-05-01 19:28:52.591
8000207,arrival,r17098409,f,2505011928,25-05-01 19:28:52.591
8000207,arrival,r17098428,f,2505011928,25-05-01 19:29:08.371
8000207,arrival,r17098482,d,2505011930,25-05-01 19:30:11.789
8000207,arrival,r17099589,f,2505012004,25-05-01 20:04:33.815
8000207,arrival,r17099595,f,2505012004,25-05-01 20:04:33.815
8000207,departure,r17085927,f,2505011450,25-05-01 14:50:32.668
8000207,departure,r17086066,f,2505011453,25-05-01 14:53:11.311
8000207,departure,r17089574,d,2505011610,25-05-01 16:10:36.313
8000207,departure,r17089931,f,2505011620,25-05-01 16:20:39.992
8000207,departure,r17091979,f,2505011653,25-05-01 16:53:20.236
8000207,departure,r17096582,f,2505011843,25-05-01 18:44:03.453
8000207,departure,r17096671,d,2505011847,25-05-01 18:47:14.498
8000207,departure,r17096677,f,2505011847,25-05-01 18:47:14.498
8000207,departure,r17098482,d,2505011930,25-05-01 19:30:11.789
8000207,arrival,r17100500,d,2505012031,25-05-01 20:31:12.644
8000207,arrival,r17100772,d,2505012038,25-05-01 20:38:51.895
8000207,arrival,r17096097,d,2505011829,25-05-01 18:29:44.699
8000207,departure,r17096097,d,2505011829,25-05-01 18:29:44.699
8000207,departure,r17098411,f,2505011928,25-05-01 19:28:52.590
8000207,departure,r17098431,f,2505011928,25-05-01 19:29:08.369
8000207,departure,r17099600,f,2505012004,25-05-01 20:04:33.815
8000207,arrival,r17095534,d,2505011816,25-05-01 18:16:13.258
8000207,arrival,r17099500,d,2505011959,25-05-01 20:00:04.744
8000207,departure,r17095534,d,2505011816,25-05-01 18:16:13.258
8000207,departure,r17099500,d,2505011959,25-05-01 20:00:04.744
